YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202406,191894,1182255,6,4.23,"WNW","MT VERNON",43.7475,-98.3257,4344850,9819542
202406,191894,1182259,1,7.34,"NE","CLAYTON",43.5,-97.56,4330000,9733600
202406,191894,1182259,2,8.53,"NE","CLAYTON",43.5,-97.53,4330000,9731800
202406,191894,1182259,3,5.52,"E","CLAYTON",43.43,-97.56,4325800,9733600
202406,191894,1182259,4,3.15,"NNE","WOLF CREEK",43.39,-97.59,4323400,9735400
202406,191894,1182259,5,1.22,"SE","WOLF CREEK",43.34,-97.6,4320400,9736000
202406,191894,1182259,6,1.22,"NW","WOLF CREEK",43.36,-97.64,4321600,9738400
202406,191894,1182260,1,10.66,"NNE","WOONSOCKET",44.2,-98.22,4412000,9813200
202406,191894,1182260,2,12.44,"N","FORESTBURG",44.2,-98.1,4412000,986000
202406,191894,1182260,3,3.97,"E","FORESTBURG",44.02,-98.02,441200,981200
202406,191894,1182260,4,6.28,"NNW","FARWELL",43.93,-97.98,4355800,9758800
202406,191894,1182260,5,2.13,"NNE","LETCHER",43.93,-98.12,4355800,987200
202406,191894,1182260,6,5.68,"NNW","FORESTBURG",44.09,-98.16,445400,989600
202406,191894,1182262,1,2.13,"NNE","LETCHER",43.93,-98.12,4355800,987200
202406,191894,1182262,2,6.28,"NNW","FARWELL",43.93,-97.98,4355800,9758800
202406,191894,1182262,3,1.45,"W","FARWELL",43.8506,-97.949,4351036,9756940
202406,191894,1182262,4,3.88,"SSE","LETCHER",43.851,-98.0918,4351060,985508
202406,191894,1182263,1,5.55,"N","(MHE)MITCHELL ARPT",43.85,-98.04,4351000,982400
202406,191894,1182263,2,6.29,"NNE","(MHE)MITCHELL ARPT",43.85,-97.97,4351000,9758200
202406,191894,1182263,3,3.25,"SE","MITCHELL",43.69,-97.97,4341400,9758200
202406,191894,1182263,4,.5,"W","(MHE)MITCHELL ARPT",43.77,-98.04,4346200,982400
202406,191894,1182265,1,4.22,"NW","PLANO",43.8506,-97.9673,4351036,9758038
202406,191894,1182265,2,3.78,"NNW","PLANO",43.8506,-97.949,4351036,9756940
202406,191894,1182265,3,3.3,"ESE","RIVERSIDE",43.7,-97.89,4342000,9753400
202406,191894,1182265,4,6.93,"SE","ROCKPORT",43.5,-97.7166,4330000,9742996
202406,191894,1182265,5,9.5,"SW","ROCKPORT",43.499,-97.9532,4329940,9757192
202406,191894,1182265,6,8.35,"W","ROCKPORT",43.5607,-97.9647,4333642,9757882
202406,191894,1182273,1,3.15,"SSE","MILLTOWN",43.38,-97.77,4322800,9746200
202406,191894,1182273,2,2.89,"SE","CLAYTON",43.4,-97.63,4324000,9737800
202406,191894,1182273,3,2.05,"SE","MENNO",43.21,-97.55,4312600,9733000
202406,191894,1182273,4,6.19,"SE","MENNO",43.169,-97.49,4310140,9729400
202406,191894,1182273,5,4.23,"S","OLIVET",43.1691,-97.688,4310146,9741280
202406,191894,1182275,1,2.49,"ENE","SCOTLAND",43.1691,-97.688,4310146,9741280
202406,191894,1182275,2,4.84,"ENE","SCOTLAND",43.1687,-97.6375,4310122,9738250
202406,191894,1182275,3,4.68,"E","SCOTLAND",43.1451,-97.6374,438706,9738244
202406,191894,1182275,4,3.68,"E","SCOTLAND",43.1567,-97.6575,439402,9739450
202406,191894,1182276,1,9.25,"WNW","JAMESVILLE",43.1687,-97.6375,4310122,9738250
202406,191894,1182276,2,4.79,"N","JAMESVILLE",43.169,-97.49,4310140,9729400
202406,191894,1182276,3,2.02,"W","MAYFIELD",43.08,-97.36,434800,9721600
202406,191894,1182276,4,1.71,"SW","JAMESVILLE",43.08,-97.5,434800,9730000
202406,191894,1182276,5,8.17,"NNW","LESTERVILLE",43.1451,-97.6374,438706,9738244
202406,191894,1182280,1,1.71,"SW","JAMESVILLE",43.08,-97.5,434800,9730000
202406,191894,1182280,2,2.02,"W","MAYFIELD",43.08,-97.36,434800,9721600
202406,191894,1182280,3,2.14,"WNW","VALLEY VIEW",42.98,-97.31,4258800,9718600
202406,191894,1182280,4,2.62,"WSW","GAYVILLE",42.87,-97.22,4252200,9713200
202406,191894,1182280,5,.51,"E","YANKTON",42.87,-97.37,4252200,9722200
202406,191894,1182280,6,3.54,"E","UTICA",42.98,-97.41,4258800,9724600
202406,191894,1182725,1,4.01,"E","DOLTON",43.5,-97.3,4330000,9718000
202406,191894,1182725,2,2.13,"SSE","MONROE",43.45,-97.21,4327000,9712600
202406,191894,1182725,3,2.86,"ENE","PARKER",43.42,-97.08,4325200,974800
202406,191894,1182725,4,4.08,"W","CHANCELLOR",43.36,-97.06,4321600,973600
202406,191894,1182725,5,2.44,"SW","PARKER",43.38,-97.17,4322800,9710200
202406,191894,1182725,6,3.65,"NW","MARION",43.45,-97.33,4327000,9719800
202406,191894,1182727,1,5.48,"E","CENTER",43.83,-97.24,4349800,9714400
202406,191894,1182727,2,6.98,"E","CENTER",43.83,-97.21,4349800,9712600
202406,191894,1182727,3,2.13,"NNE","MONTROSE",43.73,-97.17,4343800,9710200
202406,191894,1182727,4,.85,"SE","MONTROSE",43.69,-97.17,4341400,9710200
202406,191894,1182727,5,.85,"SW","MONTROSE",43.69,-97.19,4341400,9711400
202406,191894,1182727,6,1.71,"NW","MONTROSE",43.72,-97.2,4343200,9712000
202406,191894,1182728,1,1.21,"SW","MONTROSE",43.69,-97.2,4341400,9712000
202406,191894,1182728,2,1.21,"SE","MONTROSE",43.69,-97.16,4341400,979600
202406,191894,1182728,3,3.14,"SSE","MONTROSE",43.66,-97.15,4339600,979000
202406,191894,1182728,4,5.73,"SSE","MONTROSE",43.62,-97.15,4337200,979000
202406,191894,1182728,5,5.55,"S","MONTROSE",43.62,-97.19,4337200,9711400
202406,191894,1182730,1,1.65,"NNE","MONROE",43.5,-97.202,4330000,9712120
202406,191894,1182730,2,4.74,"ENE","MONROE",43.5,-97.1295,4330000,977770
202406,191894,1182730,3,5.06,"E","MONROE",43.49,-97.12,4329400,977200
202406,191894,1182730,4,3.66,"NW","CHANCELLOR",43.4,-97.04,4324000,972400
202406,191894,1182730,5,1.51,"E","PARKER",43.4,-97.1,4324000,976000
202406,191894,1182730,6,1.22,"NE","MONROE",43.49,-97.2,4329400,9712000
202406,191894,1182731,1,2.44,"SE","PARKER",43.38,-97.09,4322800,975400
202406,191894,1182731,2,3.58,"E","PARKER",43.41,-97.06,4324600,973600
202406,191894,1182731,3,1.22,"SW","CHANCELLOR",43.36,-97,4321600,9700
202406,191894,1182731,4,0,"N","DAVIS",43.27,-96.98,4316200,9658800
202406,191894,1182731,5,2.01,"W","DAVIS",43.27,-97.02,4316200,971200
202406,191894,1182731,6,3.26,"SW","CHANCELLOR",43.34,-97.03,4320400,971800
202406,191894,1182732,1,2.01,"W","DAVIS",43.27,-97.02,4316200,971200
202406,191894,1182732,2,0,"N","DAVIS",43.27,-96.98,4316200,9658800
202406,191894,1182732,3,4.24,"SE","DAVIS",43.2241,-96.924,4313446,9655440
202406,191894,1182732,4,2.35,"E","CENTERVILLE",43.1257,-96.924,437542,9655440
202406,191894,1182732,5,2.05,"SE","CENTERVILLE",43.1,-96.94,436000,9656400
202406,191894,1182732,6,3.33,"WSW","CENTERVILLE",43.1,-97.03,436000,971800
202406,191894,1182733,1,3.33,"WSW","CENTERVILLE",43.1,-97.03,436000,971800
202406,191894,1182733,2,2.05,"SE","CENTERVILLE",43.1,-96.94,436000,9656400
202406,191894,1182733,3,3.02,"SE","CENTERVILLE",43.0837,-96.9367,435022,9656202
202406,191894,1182733,4,4,"SW","CENTERVILLE",43.0835,-97.0315,435010,971890
202406,191894,1182734,1,5.59,"NE","WAKONDA",43.0835,-97.0315,435010,971890
202406,191894,1182734,2,8.36,"NNW","DALESBURG",43.0837,-96.9367,435022,9656202
202406,191894,1182734,3,2.94,"SSW","HUB CITY",42.91,-96.9,4254600,9654000
202406,191894,1182734,4,1.47,"SSE","WESTERVILLE",42.91,-97.01,4254600,97600
202406,191894,1182734,5,1.71,"NE","WESTERVILLE",42.95,-97,4257000,9700
202406,191894,1182734,6,3.33,"ESE","WAKONDA",43,-97.04,4300,972400
202406,191894,1182735,1,1.47,"SSE","WESTERVILLE",42.91,-97.01,4254600,97600
202406,191894,1182735,2,2.94,"SSW","HUB CITY",42.91,-96.9,4254600,9654000
202406,191894,1182735,3,2.57,"SW","GREENFELD",42.85,-96.86,4251000,9651600
202406,191894,1182735,4,1.52,"E","VERMILLION",42.78,-96.89,4246800,9653400
202406,191894,1182735,5,1.71,"SW","BURBANK",42.73,-96.84,4243800,9650400
202406,191894,1182735,6,2.9,"SW","DAVIDSON ARPT",42.74,-96.96,4244400,9657600
202406,191894,1182736,1,1.22,"NE","VIBORG",43.18,-97.06,4310800,973600
202406,191894,1182736,2,1.22,"SW","HOOKER",43.19,-97.04,4311400,972400
202406,191894,1182736,3,0,"N","CENTERVILLE",43.12,-96.97,437200,9658200
202406,191894,1182736,4,1.71,"SW","CENTERVILLE",43.1,-96.99,436000,9659400
202406,191894,1182737,1,2.47,"W","WHITE",44.43,-96.7,4425800,9642000
202406,191894,1182737,2,1.7,"SW","WHITE",44.41,-96.67,4424600,9640200
202406,191894,1182737,3,1.98,"E","BROOKINGS",44.32,-96.74,4419200,9644400
202406,191894,1182737,4,1.47,"NNE","(BKX)BROOKINGS MUNI",44.32,-96.81,4419200,9648600
202406,191894,1182752,1,1.38,"S","MEDARY",44.2,-96.78,4412000,9646800
202406,191894,1182752,2,1.38,"N","MEDARY",44.24,-96.78,4414400,9646800
202406,191894,1182752,3,1.64,"ENE","AURORA",44.29,-96.65,4417400,9639000
202406,191894,1182752,4,3.98,"SSE","BUSHNELL",44.28,-96.59,4416800,9635400
202406,191894,1182752,5,4.91,"ESE","AURORA",44.25,-96.59,4415000,9635400
202406,191894,1182752,6,2.55,"SE","AURORA",44.25,-96.65,4415000,9639000
202406,191894,1182752,7,2.1,"ENE","MEDARY",44.23,-96.74,4413800,9644400
202406,191894,1182752,8,2.03,"SE","MEDARY",44.2,-96.75,4412000,9645000
202406,191894,1182793,1,2.07,"N","WORTHING",43.36,-96.77,4321600,9646200
202406,191894,1182793,2,3.15,"NNW","CANTON",43.34,-96.63,4320400,9637800
202406,191894,1182793,3,1.38,"N","CANTON",43.32,-96.6,4319200,9636000
202406,191894,1182793,4,1.71,"SE","CANTON",43.28,-96.58,4316800,9634800
202406,191894,1182793,5,2.13,"SSE","CANTON",43.27,-96.59,4316200,9635400
202404,188809,1161227,1,.9,"SW","HAPPY TOWN",33.99,-81.09,3359400,815400
202404,188809,1161228,1,0,"N","COLUMBIA",34,-81.02,3400,811200
202404,188809,1161229,1,.57,"E","COLUMBIA",34,-81.01,3400,81600
202404,188809,1161230,1,.96,"S","BALLTOWN",33.5661,-81.73,3333966,8143800
202404,188809,1161231,1,.62,"N","COLUMBIA",34.009,-81.021,34540,811260
202404,188809,1161232,1,0,"N","OWENS ARPT",33.97,-81,3358200,8100
202404,188809,1161233,1,.82,"N","(CAE)COLUMBIA METRO",33.9416,-81.1174,3356496,817044
202404,188810,1161234,1,.45,"WSW","AUGUSTA DANIEL ARPT",33.467,-82.0369,3328020,822214
202404,188811,1161235,1,.61,"S","JERNIGAN TOWN",36.5112,-86.6795,3630672,8640770
202404,188811,1161236,1,1.68,"NNE","SPRINGFIELD",36.5213,-86.8653,3631278,8651918
202404,188811,1161237,1,1.35,"W","OGLESBY",36.0478,-86.754,362868,8645240
202404,188811,1161238,1,.42,"WSW","EDGEFIELD",36.3271,-85.9065,3619626,8554390
202404,188830,1171266,1,1.92,"S","EMCO LISTERHILL JCT",34.6922,-87.5683,3441532,8734098
202404,188830,1171266,2,1.88,"WNW","MIDWAY",34.7381,-87.4616,3444286,8727696
202404,188830,1171267,1,.88,"WSW","SARDIS SPGS",34.8261,-86.8947,3449566,8653682
202404,188830,1171267,2,.23,"ENE","SARDIS SPGS",34.8315,-86.8764,3449890,8652584
202404,188830,1173340,1,1.81,"NNW","COLBERT HGTS",34.695,-87.7098,3441700,8742588
202404,188830,1173341,1,.49,"SE","SHEFFIELD",34.7642,-87.6951,3445852,8741706
202404,188830,1173344,1,1.93,"NE","ATHENS",34.819,-86.9551,3449140,8657306
202404,188830,1173782,1,1.2,"ENE","WOODLAWN",34.8355,-87.58,3450130,8734800
202404,188830,1173783,1,1.58,"E","WOODLAWN",34.8336,-87.5725,3450016,8734350
202404,188833,1161384,1,1.46,"WSW","WOODS HOLE",41.519,-70.684,4131140,7041040
202404,188833,1161385,1,4.99,"SW","MARBLEHEAD NECK",42.456,-70.895,4227360,7053700
202404,188839,1161404,1,.69,"S","HARTSVILLE",34.36,-80.07,3421600,804200
202404,188856,1161490,1,7.25,"WSW","PLANTERSVILLE",32.641,-87.0398,3238460,872388
202404,188856,1161490,2,.81,"WSW","PLANTERSVILLE",32.6641,-86.932,3239846,8655920
202404,189010,1175351,5,1.25,"S","CONFLUENCE",39.8019,-79.3689,3948114,7922134
202404,189010,1175352,1,2.53,"SSE","JOLLER",40.1671,-78.049,4010026,782940
202404,189010,1175352,2,2.44,"S","COLFAX",40.3648,-77.9959,4021888,7759754
202404,189010,1175352,3,.93,"ENE","MT UNION",40.3852,-77.8638,4023112,7751828
202404,189010,1175352,4,3.5,"E","ALLENPORT",40.3637,-77.804,4021822,7748240
202404,189010,1175352,5,1.74,"W","MEADOW GAP",40.1681,-77.9529,4010086,7757174
202404,189010,1175378,1,2.33,"SE","LITTLE BRITAIN",39.7589,-76.0859,3945534,765154
202404,189010,1175378,2,2.46,"SE","LITTLE BRITAIN",39.7592,-76.0824,3945552,764944
202404,189010,1175378,3,2.75,"SE","LITTLE BRITAIN",39.7542,-76.0807,3945252,764842
202404,189010,1175378,4,2.45,"SE","LITTLE BRITAIN",39.7544,-76.0881,3945264,765286
202404,189010,1175448,1,.97,"SW","CENTRAL CITY",40.9417,-77.785,4056502,7747100
202404,189010,1175448,2,1.75,"SSW","MILLHEIM",40.8572,-77.4847,4051432,7729082
202404,189010,1175448,3,1.69,"NNE","SOBER",40.8516,-77.5047,4051096,7730282
202404,189010,1175448,4,1,"SSW","STORMSTOWN",40.7678,-78.0404,4046068,782424
202404,189023,1170483,1,.54,"E","BARNETT",38.38,-92.66,3822800,9239600
202404,189023,1174856,1,.69,"S","OLEAN",38.41,-92.53,3824600,9231800
202404,189023,1174858,1,4.07,"WNW","BOLIVAR MEM ARPT",37.62,-93.5,3737200,9330000
202404,189023,1174859,1,1.29,"WNW","BOLIVAR MEM ARPT",37.61,-93.45,3736600,9327000
202404,189023,1174860,1,1.29,"WNW","BOLIVAR",37.63,-93.44,3737800,9326400
202404,189023,1174861,1,.88,"SE","BOLIVAR",37.61,-93.41,3736600,9324600
202404,189023,1174865,1,1.49,"SSE","PUMPKIN CENTER",37.73,-93.07,3743800,934200
202404,189023,1174869,1,.55,"E","MAPLE GROVE",37.25,-94.12,3715000,947200
202404,189023,1174870,1,2.64,"SE","FREEDOM",38,-92.55,3800,9233000
202404,189023,1174871,1,.55,"E","BOLIVAR",37.62,-93.41,3737200,9324600
202404,189023,1174872,1,1.09,"E","BOLIVAR",37.62,-93.4,3737200,9324000
202404,189023,1174873,1,.55,"E","BOLIVAR",37.62,-93.41,3737200,9324600
202404,189023,1174875,1,2.3,"ENE","BOLIVAR",37.63,-93.38,3737800,9322800
202404,189023,1174876,1,2.63,"NE","BARNETT",38.41,-92.64,3824600,9238400
202404,189023,1174877,1,.55,"E","BOLIVAR",37.62,-93.41,3737200,9324600
202404,189023,1174888,1,2.82,"S","MARVIN",38.38,-92.78,3822800,9246800
202404,189023,1174888,2,2.72,"SSW","MARVIN",38.3818,-92.7824,3822908,9246944
202404,189023,1174888,3,2.59,"SSW","MARVIN",38.3836,-92.781,3823016,9246860
202404,189023,1174888,4,2.75,"S","MARVIN",38.3809,-92.7795,3822854,9246770
202404,189023,1174892,1,1.08,"W","BARNETT",38.38,-92.69,3822800,9241400
202404,189023,1174892,2,1.06,"WSW","BARNETT",38.3768,-92.6892,3822608,9241352
202404,189023,1174892,3,1.28,"W","BARNETT",38.3774,-92.6934,3822644,9241604
202404,189023,1174892,4,1.21,"W","BARNETT",38.3799,-92.6924,3822794,9241544
202404,189023,1174893,1,1.6,"N","OMER",37.623,-93.9167,3737380,9355002
202404,189023,1174894,1,2.63,"E","BUCKHORN",37.7804,-92.2219,3746824,9213314
202404,189023,1174894,2,2.73,"E","BUCKHORN",37.78,-92.22,3746800,9213200
202404,189023,1174895,1,.88,"NE","ST ROBERT",37.83,-92.22,3749800,9213200
202404,189023,1174896,1,3.67,"ENE","OMER",37.6282,-93.8631,3737692,9351786
202404,188856,1161491,1,1.23,"WSW","PLETCHER",32.6955,-86.8205,3241730,8649230
202404,188856,1161491,2,.99,"ENE","PLETCHER",32.7048,-86.7841,3242288,8647046
202404,188856,1161492,1,1.5,"NE","PLETCHER",32.7121,-86.7786,3242726,8646716
202404,188856,1161492,2,2.35,"N","COOPER",32.8038,-86.5453,3248228,8632718
202404,188856,1161493,1,1.2,"S","LAKE MITCHELL",32.8327,-86.4475,3249962,8626850
202404,188856,1161494,1,3.01,"NNW","ROCKFORD",32.9182,-86.245,3255092,8614700
202404,188856,1161494,2,3.76,"NNE","ROCKFORD",32.9326,-86.2033,3255956,8612198
202404,188856,1161495,1,.81,"SW","SOCAPATOY",32.9712,-86.0793,3258272,864758
202404,188856,1161495,2,.72,"W","KELLYTON",32.9814,-86.0423,3258884,862538
202404,188856,1161496,1,1.71,"W","TALLASSEE",32.5326,-85.9293,3231956,8555758
202404,188856,1161502,1,.42,"SSW","RIDERVILLE",32.6641,-86.932,3239846,8655920
202404,188856,1161502,2,.42,"NW","LESILE",32.6749,-86.9044,3240494,8654264
202404,188905,1161693,1,.61,"E","TENNESSEE RIDGE",36.3199,-87.759,3619194,8745540
202404,188905,1161694,1,4,"W","TENNESSEE RIDGE",36.32,-87.8419,3619200,8750514
202404,188905,1161695,1,.81,"W","GRAYS CROSSING",36.3312,-87.7645,3619872,8745870
202404,188905,1161696,1,.66,"NNE","TENNESSEE RIDGE",36.3291,-87.7661,3619746,8745966
202404,188905,1161699,1,3.02,"SW","CUMBERLAND CITY",36.3733,-87.693,3622398,8741580
202404,188905,1161700,1,1.49,"SSE","CUMBERLAND CITY",36.38,-87.64,3622800,8738400
202404,188905,1161701,1,.56,"E","CUMBERLAND CITY",36.4,-87.64,3624000,8738400
202404,188905,1161702,1,.89,"NW","INDIAN MOUND",36.51,-87.69,3630600,8741400
202404,188905,1161703,1,1.38,"S","KENNEDY",36.6,-87.28,3636000,8716800
202404,188934,1161958,1,2.13,"SSE","BOZEMAN",45.65,-111.02,4539000,1111200
202404,188934,1161960,1,0,"N","(DLN)DILLON ARPT",45.25,-112.55,4515000,11233000
202407,195057,1205892,2,.87,"SE","VIEUX CARRE",29.9622,-90.0687,2957732,904122
202407,195057,1205892,3,1.02,"SE","VIEUX CARRE",29.9606,-90.0669,2957636,904014
202407,195057,1205892,4,1.03,"SE","VIEUX CARRE",29.9593,-90.068,2957558,904080
202407,195057,1205893,1,1.2,"E","NEW ORLEANS",29.95,-90.08,2957000,904800
202407,195057,1205893,2,.94,"ESE","NEW ORLEANS",29.9465,-90.0848,2956790,905088
202407,195057,1205893,3,1.22,"ESE","NEW ORLEANS",29.9446,-90.0807,2956676,904842
202407,195057,1205893,4,1.35,"E","NEW ORLEANS",29.948,-90.0776,2956880,904656
202407,195057,1205895,1,.6,"W","VIEUX CARRE",29.97,-90.09,2958200,905400
202407,195057,1205895,2,.83,"WSW","VIEUX CARRE",29.9661,-90.0931,2957966,905586
202407,195057,1205895,3,1.62,"W","VIEUX CARRE",29.9733,-90.1069,2958398,906414
202407,195057,1205895,4,1.26,"WNW","VIEUX CARRE",29.9779,-90.0989,2958674,905934
202407,195057,1205896,1,.91,"NW","ALGIERS",29.96,-90.06,2957600,903600
202407,195057,1205896,2,1.08,"NW","ALGIERS",29.9608,-90.063,2957648,903780
202407,195057,1205896,3,1.09,"NW","ALGIERS",29.9622,-90.0616,2957732,903696
202407,195057,1205896,4,.92,"NNW","ALGIERS",29.9615,-90.0577,2957690,903462
202407,195057,1205897,1,.91,"NW","NEW ORLEANS",29.96,-90.11,2957600,906600
202407,195057,1205897,2,.9,"WNW","NEW ORLEANS",29.9571,-90.1125,2957426,906750
202407,195057,1205897,3,.68,"NW","NEW ORLEANS",29.9557,-90.1092,2957342,906552
202407,195057,1205897,4,.78,"NW","NEW ORLEANS",29.9588,-90.1082,2957528,906492
202407,195057,1205899,1,1.51,"SSW","GENTILLY",30,-90.04,3000,902400
202407,195057,1205899,2,1.31,"SSW","GENTILLY",30.0041,-90.0417,30246,902502
202407,195057,1205899,3,1.14,"SSW","GENTILLY",30.0056,-90.0391,30336,902346
202407,195057,1205899,4,1.41,"SSW","GENTILLY",30.0006,-90.0372,3036,902232
202407,195057,1205900,1,1.83,"SW","GENTILLY",30,-90.05,3000,903000
202407,195057,1205900,2,2.05,"SW","GENTILLY",29.9956,-90.0495,2959736,902970
202407,195057,1205900,3,1.85,"SSW","GENTILLY",29.996,-90.0436,2959760,902616
202407,195057,1205900,4,1.61,"SSW","GENTILLY",30.0002,-90.0442,3012,902652
202407,195058,1205754,1,2.03,"SW","SOUTH LEEDS",44.23,-70.16,4413800,709600
202404,189010,1175348,1,.66,"SW","BROWNSTOWN",40.324,-78.9598,4019440,7857588
202404,189010,1175348,2,2.45,"NNE","WILMORE",40.4132,-78.7038,4024792,7842228
202404,189010,1175348,3,1.83,"SSW","AMSBRY",40.5062,-78.5853,4030372,7835118
202404,189010,1175348,4,.95,"ENE","GALLITZIN",40.4849,-78.5332,4029094,7831992
202404,189010,1175348,5,.78,"SE","SPRING HILL",40.3623,-78.6593,4021738,7839558
202404,189010,1175348,6,1.63,"SSW","SOUTHMONT",40.2779,-78.9607,4016674,7857642
202404,189010,1175349,1,.75,"W","MC GEES MILLS",40.8816,-78.7842,4052896,7847052
202404,189010,1175349,2,2.37,"N","CURWENSVILLE",41.0042,-78.5171,41252,7831026
202404,189010,1175349,3,1.49,"NNW","FAUNCE",40.9406,-78.4385,4056436,7826310
202404,189010,1175349,4,.68,"NE","COOLPORT",40.7555,-78.5192,4045330,7831152
202404,189010,1175349,5,1.63,"SW","BURNSIDE",40.8057,-78.8048,4048342,7848288
202404,189010,1175350,1,.97,"NNE","LOOP",40.433,-78.3631,4025980,7821786
202404,189010,1175350,2,.46,"WSW","GEESEYTOWN",40.4468,-78.3577,4026808,7821462
202404,189010,1175350,3,.36,"S","GEESEYTOWN",40.4449,-78.3488,4026694,7820928
202404,189010,1175350,4,1.11,"NE","LOOP",40.4319,-78.3559,4025914,7821354
202404,189010,1175351,1,.2,"S","CONFLUENCE",39.8171,-79.3704,3949026,7922224
202404,189010,1175351,2,.39,"WSW","BERKLEYS MILL",39.8469,-79.0061,3950814,79366
202404,189010,1175351,3,1.29,"SSW","KEYSTONE",39.7818,-78.9852,3946908,7859112
202404,189010,1175351,4,.49,"NNE","HARNEDSVILLE",39.7869,-79.3276,3947214,7919656
202405,189670,1176979,1,0,"N","JUNCTION CITY",39.03,-96.83,391800,9649800
202405,189670,1176982,1,1.28,"ENE","(FRI)MARSHALL AAF FT",39.06,-96.75,393600,9645000
202405,189670,1176984,1,.69,"S","(MHK)MANHATTAN MUNI",39.14,-96.67,398400,9640200
202405,189670,1176987,1,1.75,"WNW","JUNCTION CITY",39.04,-96.86,392400,9651600
202405,189670,1176992,1,.69,"N","ABILENE",38.93,-97.22,3855800,9713200
202405,189670,1176993,1,1.07,"E","MOONLIGHT",39,-97.1,3900,976000
202405,189670,1176994,1,.87,"NW","UPLAND",39.09,-97.03,395400,971800
202405,189670,1176995,1,.69,"N","UPLAND",39.09,-97.02,395400,971200
202405,189670,1176999,1,2.96,"NNE","UPLAND",39.12,-97,397200,9700
202405,189670,1177001,1,3.85,"SE","RILEY",39.26,-96.78,3915600,9646800
202405,189670,1177002,1,3.74,"E","RILEY",39.3,-96.76,3918000,9645600
202405,189670,1177003,1,1.6,"W","OLSBURG",39.43,-96.65,3925800,9639000
202405,189670,1177004,1,3.87,"W","LE ROY ARPT",38.09,-95.7,385400,9542000
202405,189670,1177005,1,1.38,"S","BAILEYVILLE",39.83,-96.18,3949800,9610800
202405,189670,1177009,1,.69,"S","POMONA",38.61,-95.45,3836600,9527000
202405,189670,1177010,1,2.27,"ENE","OTTAWA MUNI ARPT",38.54,-95.21,3832400,9512600
202405,189670,1177011,1,.88,"NW","BALDWIN",38.78,-95.19,3846800,9511400
202405,189678,1166361,1,.28,"E","MIDDLETOWN",39.4703,-85.6448,3928218,8538688
202405,189678,1166361,2,1.05,"E","MIDDLETOWN",39.4691,-85.6304,3928146,8537824
202405,189678,1166362,1,2,"WSW","MOSCOW",39.4699,-85.5851,3928194,8535106
202405,189678,1166362,2,1.83,"WSW","MOSCOW",39.4709,-85.5823,3928254,8534938
202405,189678,1166363,1,1.14,"NE","RICHLAND",39.5133,-85.3875,3930798,8523250
202405,189678,1166363,2,1.59,"SW","NEW SALEM",39.5156,-85.3733,3930936,8522398
202405,189678,1166364,1,4.39,"WSW","MOSCOW",39.4621,-85.629,3927726,8537740
202405,189678,1166364,2,.95,"SSE","MOSCOW",39.4675,-85.5427,3928050,8532562
202405,189678,1166365,1,.82,"NE","SPRINGHILL",39.4395,-85.3909,3926370,8523454
202405,189678,1166365,2,2.61,"ENE","CLARKSBURG",39.4497,-85.3082,3926982,8518492
202405,189678,1166602,1,2.07,"S","TAYLORVILLE",39.44,-87.43,3926400,8725800
202405,189678,1166603,1,.87,"SW","BILLTOWN",39.51,-87.19,3930600,8711400
202405,189678,1166604,1,0,"N","PLEASANT GARDEN",39.55,-86.97,3933000,8658200
202405,189678,1166605,1,.53,"W","BROAD PARK",39.6,-86.68,3936000,8640800
202405,189678,1166606,1,3.01,"WSW","PIMENTO",39.3,-87.43,3918000,8725800
202405,189678,1166607,1,1.27,"ENE","BUD",39.46,-86.16,3927600,869600
202405,189678,1166608,1,1.74,"ESE","LAKE HART",39.56,-86.4,3933600,8624000
202405,189678,1166609,1,.87,"NE","NEW WHITELAND",39.56,-86.09,3933600,865400
202405,189678,1166610,1,3.61,"SSW","NEW BETHEL",39.65,-86.04,3939000,862400
202405,189678,1166611,1,.69,"S","MT AUBURN",39.39,-85.9,3923400,8554000
202405,189654,1166050,1,1.38,"SE","TAYLORSVILLE",36.2551,-86.1835,3615306,8611010
202405,189654,1166050,2,1.46,"WNW","BELLWOOD",36.2571,-86.1747,3615426,8610482
202405,189654,1166051,1,1.22,"WSW","LEIPERS FORK",35.8917,-87.0193,3553502,871158
202405,189654,1166052,1,.37,"E","PEYTONSVILLE",35.8201,-86.7735,3549206,8646410
202405,189654,1166053,1,.56,"E","PEYTONSVILLE",35.82,-86.77,3549200,8646200
202405,189654,1166054,1,.37,"E","PEYTONSVILLE",35.8197,-86.7734,3549182,8646404
202405,189654,1166055,1,1.21,"SE","KIRKLAND",35.81,-86.6623,3548600,8639738
202405,189654,1166056,1,.69,"S","BAXTER",36.14,-85.63,368400,8537800
202405,189654,1166057,1,1.32,"ESE","SAWDUST",35.66,-87.18,3539600,8710800
202405,189654,1166058,1,.47,"WNW","SMITHVILLE",35.9719,-85.8581,3558314,8551486
202405,189654,1166058,2,.59,"S","SMITHVILLE MUNI ARPT",35.9714,-85.8003,3558284,8548018
202405,189654,1166059,1,2.67,"NW","INDIAN MOUND",35.9504,-85.7296,3557024,8543776
202405,189654,1166060,1,1.46,"ENE","HENSLEYS CHAPEL",35.928,-85.5059,3555680,8530354
